name,price,description,prices,dimensions,mechanicalProperties,chemistryInformation,weight_lineal_foot,detail_url
"11"" Aluminum Round Bar 6061-T6 96"" Length - 2pc. Min - ",,"1/4 inch Aluminum Round Bar 6061-T6 Extruded exhibits above average corrosion resistance, good machinability, high strength, light weight, good weldability, and the ability to be heat treated for even higher strength, all at an affordable price. 6061 is the most commonly used aluminum alloy in the world due to its positive characteristics. It is typically used in aerospace, automotive, cameras, couplings, marine hardware, electrical components, decorative hardware, structural applications, pins, brakes, pistons, valves, and bicycle frames.",[],"[{'name': 'Diameter', 'specification': '11'}, {'name': 'Max Length', 'specification': '96'}, {'name': 'Alloy', 'specification': '6061'}, {'name': 'Temper', 'specification': 'T6'}, {'name': 'Production Method', 'specification': 'Extruded'}, {'name': 'MTR Availability', 'specification': 'No'}, {'name': 'Full Length', 'specification': 'true'}, {'name': 'Material', 'specification': 'Aluminum'}, {'name': 'Shape', 'specification': 'Bar-Round'}, {'name': 'Custom Cut Warehouse', 'specification': '0'}]","[{'property': 'Property', 'value': 'Value'}, {'property': 'Ultimate Tensile Strength\xa0KSI', 'value': '45'}, {'property': 'Yield Tensile Strength\xa0KSI', 'value': '40'}, {'property': 'Density\xa0g/cm^3', 'value': '3'}, {'property': 'Brinell Hardness\xa0500 kg load', 'value': '95'}, {'property': 'Rockwell Hardness\xa0B Scale', 'value': '60'}, {'property': 'Elongation\xa0% in 2 in.', 'value': '12'}, {'property': 'Shear Strength\xa0KSI', 'value': '30'}, {'property': 'Melting Point\xa0°F', 'value': '1080 - 1205'}, {'property': 'Machinability\xa0%', 'value': '50'}, {'property': 'Electrical Conductivity\xa0% IACS', 'value': '43'}]","[{'element': 'Element', 'percentage': 'Percentage'}, {'element': 'Al', 'percentage': '98'}, {'element': 'Cr', 'percentage': '0.04 - 0.35'}, {'element': 'Cu', 'percentage': '0.15 - 0.4'}, {'element': 'Fe', 'percentage': '0.7\xa0max'}, {'element': 'Mg', 'percentage': '0.8 - 1.2'}, {'element': 'Mn', 'percentage': '0.15\xa0max'}, {'element': 'Si', 'percentage': '0.4 - 0.8'}, {'element': 'Ti', 'percentage': '0.15\xa0max'}, {'element': 'Zn', 'percentage': '0.25\xa0max'}]",1788.0 pounds,https://www.onlinemetals.com/buy/aluminum/11-aluminum-round-bar-6061-t6-96-length-2pc-min/pid/28541
"11"" Aluminum Round Bar 6061-T6-Extruded - ","
                        $856.97
                        ea.
                      ","11 inch Aluminum Round Bar 6061-T6 Cold Finish exhibits above average corrosion resistance, good machinability, high strength, light weight, good weldability, and the ability to be heat treated for even higher strength, all at an affordable price. 6061 is the most commonly used aluminum alloy in the world due to its positive characteristics. It is typically used in aerospace, automotive, cameras, couplings, marine hardware, electrical components, decorative hardware, structural applications, pins, brakes, pistons, valves, and bicycle frames.","[{'size': '12""\n                                                             \n                                    \n                                                               (1\xa0ft.)', 'price': '$856.97', 'weight': 'wt.\xa0111.71\xa0lb.'}, {'size': '24""\n                                                             \n                                    \n                                                               (2\xa0ft.)', 'price': '$1,578.37', 'weight': 'wt.\xa0223.42\xa0lb.'}, {'size': '36""\n                                                             \n                                    \n                                                               (3\xa0ft.)', 'price': '$2,413.73', 'weight': 'wt.\xa0335.13\xa0lb.'}, {'size': '48""\n                                                             \n                                    \n                                                               (4\xa0ft.)', 'price': '$3,064.01', 'weight': 'wt.\xa0446.84\xa0lb.'}, {'size': '72""\n                                                             \n                                    \n                                                               (6\xa0ft.)', 'price': '$5,124.03', 'weight': 'wt.\xa0670.26\xa0lb.'}, {'size': '96""\n                                                             \n                                    \n                                                               (8\xa0ft.)', 'price': '$6,580.94', 'weight': 'wt.\xa0893.68\xa0lb.'}, {'size': '144""\n                                                             \n                                    \n                                                               (12\xa0ft.)', 'price': '$9,163.94', 'weight': 'wt.\xa01340.52\xa0lb.'}, {'size': None, 'price': None, 'weight': None}]","[{'name': 'Diameter', 'specification': '11'}, {'name': 'Max Length', 'specification': '144'}, {'name': 'MTR Availability', 'specification': 'Yes'}, {'name': 'Material', 'specification': 'Aluminum'}, {'name': 'Shape', 'specification': 'Bar-Round'}, {'name': 'Custom Cut Warehouse', 'specification': '1'}, {'name': 'Alloy', 'specification': '6061'}, {'name': 'Temper', 'specification': 'T6'}, {'name': 'Production Method', 'specification': 'Extruded'}]","[{'property': 'Property', 'value': 'Value'}, {'property': 'Density\xa0g/cm^3', 'value': '3'}, {'property': 'Yield Tensile Strength\xa0KSI', 'value': '40'}, {'property': 'Brinell Hardness\xa0500 kg load', 'value': '95'}, {'property': 'Ultimate Tensile Strength\xa0KSI', 'value': '45'}, {'property': 'Elongation\xa0% in 2 in.', 'value': '12'}, {'property': 'Rockwell Hardness\xa0B Scale', 'value': '60'}, {'property': 'Machinability\xa0%', 'value': '50'}, {'property': 'Melting Point\xa0°F', 'value': '1080 - 1205'}, {'property': 'Electrical Conductivity\xa0% IACS', 'value': '43'}, {'property': 'Shear Strength\xa0KSI', 'value': '30'}]","[{'element': 'Element', 'percentage': 'Percentage'}, {'element': 'Al', 'percentage': '98'}, {'element': 'Cr', 'percentage': '0.04 - 0.35'}, {'element': 'Cu', 'percentage': '0.15 - 0.4'}, {'element': 'Fe', 'percentage': '0.7\xa0max'}, {'element': 'Mg', 'percentage': '0.8 - 1.2'}, {'element': 'Mn', 'percentage': '0.15\xa0max'}, {'element': 'Si', 'percentage': '0.4 - 0.8'}, {'element': 'Ti', 'percentage': '0.15\xa0max'}, {'element': 'Zn', 'percentage': '0.25\xa0max'}]",111.71 pounds,https://www.onlinemetals.com/en/buy/aluminum/11-aluminum-round-bar-6061-t6-extruded/pid/12510
"11.5"" Aluminum Round Bar 6061-T6511-Extruded - ","
                        $901.32
                        ea.
                      ","11-1/2 inch Aluminum Round Bar 6061-T6511 Extruded exhibits above average corrosion resistance, good machinability, high strength, light weight, good weldability, and the ability to be heat treated for even higher strength, all at an affordable price. 6061 is the most commonly used aluminum alloy in the world due to its positive characteristics. It is typically used in aerospace, automotive, cameras, couplings, marine hardware, electrical components, decorative hardware, structural applications, pins, brakes, pistons, valves, and bicycle frames.","[{'size': '12""\n                                                             \n                                    \n                                                               (1\xa0ft.)', 'price': '$901.32', 'weight': 'wt.\xa0122.09\xa0lb.'}, {'size': '24""\n                                                             \n                                    \n                                                               (2\xa0ft.)', 'price': '$2,277.98', 'weight': 'wt.\xa0244.18\xa0lb.'}, {'size': '36""\n                                                             \n                                    \n                                                               (3\xa0ft.)', 'price': '$3,518.44', 'weight': 'wt.\xa0366.27\xa0lb.'}, {'size': '48""\n                                                             \n                                    \n                                                               (4\xa0ft.)', 'price': '$3,944.07', 'weight': 'wt.\xa0488.36\xa0lb.'}, {'size': '72""\n                                                             \n                                    \n                                                               (6\xa0ft.)', 'price': '$5,396.85', 'weight': 'wt.\xa0732.54\xa0lb.'}, {'size': '96""\n                                                             \n                                    \n                                                               (8\xa0ft.)', 'price': '$7,174.37', 'weight': 'wt.\xa0976.72\xa0lb.'}, {'size': None, 'price': None, 'weight': None}]","[{'name': 'Diameter', 'specification': '11.5'}, {'name': 'Max Length', 'specification': '144'}, {'name': 'MTR Availability', 'specification': 'Yes'}, {'name': 'Material', 'specification': 'Aluminum'}, {'name': 'Shape', 'specification': 'Bar-Round'}, {'name': 'Custom Cut Warehouse', 'specification': '1'}, {'name': 'Alloy', 'specification': '6061'}, {'name': 'Temper', 'specification': 'T6511'}, {'name': 'Production Method', 'specification': 'Extruded'}]","[{'property': 'Property', 'value': 'Value'}, {'property': 'Ultimate Tensile Strength\xa0KSI', 'value': '42'}, {'property': 'Density\xa0g/cm^3', 'value': '3'}, {'property': 'Yield Tensile Strength\xa0KSI', 'value': '40'}, {'property': 'Brinell Hardness\xa0500 kg load', 'value': '93'}, {'property': 'Melting Point\xa0°F', 'value': '1080 - 1205'}, {'property': 'Elongation\xa0% in 2 in.', 'value': '9'}, {'property': 'Rockwell Hardness\xa0B Scale', 'value': '59'}, {'property': 'Machinability\xa0%', 'value': '50'}, {'property': 'Shear Strength\xa0KSI', 'value': '25'}, {'property': 'Electrical Conductivity\xa0% IACS', 'value': '43'}]","[{'element': 'Element', 'percentage': 'Percentage'}, {'element': 'Al', 'percentage': '98'}, {'element': 'Cr', 'percentage': '0.04 - 0.35'}, {'element': 'Cu', 'percentage': '0.15 - 0.4'}, {'element': 'Fe', 'percentage': '0.7\xa0max'}, {'element': 'Mg', 'percentage': '0.8 - 1.2'}, {'element': 'Mn', 'percentage': '0.15\xa0max'}, {'element': 'Si', 'percentage': '0.4 - 0.8'}, {'element': 'Ti', 'percentage': '0.15\xa0max'}, {'element': 'Zn', 'percentage': '0.25\xa0max'}]",122.09 pounds,https://www.onlinemetals.com/en/buy/aluminum/11-5-aluminum-round-bar-6061-t6511-extruded/pid/23612
,,,[],[],[],[],,https://www.onlinemetals.com/buy/aluminum/12-aluminum-round-bar-6061-t6-84-length-2pc-min/pid/28542
"12"" Aluminum Round Bar 6061-T6-Extruded - ","
                        $1,050.08
                        ea.
                      ","12 inch Aluminum Round Bar 6061-T6 Extruded exhibits above average corrosion resistance, good machinability, high strength, light weight, good weldability, and the ability to be heat treated for even higher strength, all at an affordable price. 6061 is the most commonly used aluminum alloy in the world due to its positive characteristics. It is typically used in aerospace, automotive, cameras, couplings, marine hardware, electrical components, decorative hardware, structural applications, pins, brakes, pistons, valves, and bicycle frames.","[{'size': '12""\n                                                             \n                                    \n                                                               (1\xa0ft.)', 'price': '$1,050.08', 'weight': 'wt.\xa0132.94\xa0lb.'}, {'size': '24""\n                                                             \n                                    \n                                                               (2\xa0ft.)', 'price': '$1,882.36', 'weight': 'wt.\xa0265.88\xa0lb.'}, {'size': '36""\n                                                             \n                                    \n                                                               (3\xa0ft.)', 'price': '$2,791.68', 'weight': 'wt.\xa0398.82\xa0lb.'}, {'size': '48""\n                                                             \n                                    \n                                                               (4\xa0ft.)', 'price': '$3,433.30', 'weight': 'wt.\xa0531.76\xa0lb.'}, {'size': '72""\n                                                             \n                                    \n                                                               (6\xa0ft.)', 'price': '$4,861.45', 'weight': 'wt.\xa0797.64\xa0lb.'}, {'size': '96""\n                                                             \n                                    \n                                                               (8\xa0ft.)', 'price': '$7,708.90', 'weight': 'wt.\xa01063.52\xa0lb.'}, {'size': None, 'price': None, 'weight': None}]","[{'name': 'Diameter', 'specification': '12'}, {'name': 'Max Length', 'specification': '144'}, {'name': 'MTR Availability', 'specification': 'Yes'}, {'name': 'Material', 'specification': 'Aluminum'}, {'name': 'Shape', 'specification': 'Bar-Round'}, {'name': 'Custom Cut Warehouse', 'specification': '1'}, {'name': 'Alloy', 'specification': '6061'}, {'name': 'Temper', 'specification': 'T6'}, {'name': 'Production Method', 'specification': 'Extruded'}]","[{'property': 'Property', 'value': 'Value'}, {'property': 'Ultimate Tensile Strength\xa0KSI', 'value': '42'}, {'property': 'Density\xa0g/cm^3', 'value': '3'}, {'property': 'Yield Tensile Strength\xa0KSI', 'value': '40'}, {'property': 'Brinell Hardness\xa0500 kg load', 'value': '93'}, {'property': 'Melting Point\xa0°F', 'value': '1080 - 1205'}, {'property': 'Elongation\xa0% in 2 in.', 'value': '9'}, {'property': 'Rockwell Hardness\xa0B Scale', 'value': '59'}, {'property': 'Machinability\xa0%', 'value': '50'}, {'property': 'Shear Strength\xa0KSI', 'value': '25'}, {'property': 'Electrical Conductivity\xa0% IACS', 'value': '43'}]","[{'element': 'Element', 'percentage': 'Percentage'}, {'element': 'Al', 'percentage': '98'}, {'element': 'Cr', 'percentage': '0.04 - 0.35'}, {'element': 'Cu', 'percentage': '0.15 - 0.4'}, {'element': 'Fe', 'percentage': '0.7\xa0max'}, {'element': 'Mg', 'percentage': '0.8 - 1.2'}, {'element': 'Mn', 'percentage': '0.15\xa0max'}, {'element': 'Si', 'percentage': '0.4 - 0.8'}, {'element': 'Ti', 'percentage': '0.15\xa0max'}, {'element': 'Zn', 'percentage': '0.25\xa0max'}]",132.94 pounds,https://www.onlinemetals.com/en/buy/aluminum/12-aluminum-round-bar-6061-t6-extruded/pid/15236
"12.5"" Aluminum Round Bar 6061-T6-Extruded - ","
                        $872.84
                        ea.
                      ","12-1/2 inch Aluminum Round Bar 6061-T6 Extruded exhibits above average corrosion resistance, good machinability, high strength, light weight, good weldability, and the ability to be heat treated for even higher strength, all at an affordable price. 6061 is the most commonly used aluminum alloy in the world due to its positive characteristics. It is typically used in aerospace, automotive, cameras, couplings, marine hardware, electrical components, decorative hardware, structural applications, pins, brakes, pistons, valves, and bicycle frames.","[{'size': '12""\n                                                             \n                                    \n                                                               (1\xa0ft.)', 'price': '$872.84', 'weight': 'wt.\xa0144.24\xa0lb.'}, {'size': '24""\n                                                             \n                                    \n                                                               (2\xa0ft.)', 'price': '$1,528.88', 'weight': 'wt.\xa0288.48\xa0lb.'}, {'size': '36""\n                                                             \n                                    \n                                                               (3\xa0ft.)', 'price': '$2,293.33', 'weight': 'wt.\xa0432.72\xa0lb.'}, {'size': '48""\n                                                             \n                                    \n                                                               (4\xa0ft.)', 'price': '$3,809.10', 'weight': 'wt.\xa0576.96\xa0lb.'}, {'size': '72""\n                                                             \n                                    \n                                                               (6\xa0ft.)', 'price': '$5,420.16', 'weight': 'wt.\xa0865.44\xa0lb.'}, {'size': None, 'price': None, 'weight': None}]","[{'name': 'Diameter', 'specification': '12.5'}, {'name': 'Max Length', 'specification': '144'}, {'name': 'MTR Availability', 'specification': 'Yes'}, {'name': 'Material', 'specification': 'Aluminum'}, {'name': 'Shape', 'specification': 'Bar-Round'}, {'name': 'Custom Cut Warehouse', 'specification': '1'}, {'name': 'Alloy', 'specification': '6061'}, {'name': 'Temper', 'specification': 'T6'}, {'name': 'Production Method', 'specification': 'Extruded'}]","[{'property': 'Property', 'value': 'Value'}, {'property': 'Density\xa0g/cm^3', 'value': '3'}, {'property': 'Yield Tensile Strength\xa0KSI', 'value': '40'}, {'property': 'Brinell Hardness\xa0500 kg load', 'value': '95'}, {'property': 'Ultimate Tensile Strength\xa0KSI', 'value': '45'}, {'property': 'Elongation\xa0% in 2 in.', 'value': '12'}, {'property': 'Rockwell Hardness\xa0B Scale', 'value': '60'}, {'property': 'Machinability\xa0%', 'value': '50'}, {'property': 'Melting Point\xa0°F', 'value': '1080 - 1205'}, {'property': 'Electrical Conductivity\xa0% IACS', 'value': '43'}, {'property': 'Shear Strength\xa0KSI', 'value': '30'}]","[{'element': 'Element', 'percentage': 'Percentage'}, {'element': 'Al', 'percentage': '98'}, {'element': 'Cr', 'percentage': '0.04 - 0.35'}, {'element': 'Cu', 'percentage': '0.15 - 0.4'}, {'element': 'Fe', 'percentage': '0.7\xa0max'}, {'element': 'Mg', 'percentage': '0.8 - 1.2'}, {'element': 'Mn', 'percentage': '0.15\xa0max'}, {'element': 'Si', 'percentage': '0.4 - 0.8'}, {'element': 'Ti', 'percentage': '0.15\xa0max'}, {'element': 'Zn', 'percentage': '0.25\xa0max'}]",144.24 pounds,https://www.onlinemetals.com/en/buy/aluminum/12-5-aluminum-round-bar-6061-t6-extruded/pid/23720
"12mm Aluminum Round Bar 6060 Metric 60"" Length [+/- 2""] - ",,"12mm Aluminum Round Bar 6060 Metric is a medium strength, easily machinable, and highly corrosion resistent alloy more closely related to 6063 than to 6061 but with more magnesium than 6063. This alloy is mainly found in Europe in metric sizing and is commonly heat treated to a temper with higher strength but low ductility. 6060 is also very good for anodizing.Pack of 4 bars",[],"[{'name': 'Diameter', 'specification': '12'}, {'name': 'Max Length', 'specification': '60'}, {'name': 'Eniteo Vendor ID', 'specification': '1961'}, {'name': 'MTR Availability', 'specification': 'Yes'}, {'name': 'Material', 'specification': 'Aluminum'}, {'name': 'Shape', 'specification': 'Bar-Round'}, {'name': 'Custom Cut Warehouse', 'specification': '0'}, {'name': 'Alloy', 'specification': '6060'}]","[{'property': 'Property', 'value': 'Value'}, {'property': 'Ultimate Tensile Strength\xa0KSI', 'value': '32'}, {'property': 'Density\xa0g/cm^3', 'value': '3'}, {'property': 'Yield Tensile Strength\xa0KSI', 'value': '24'}, {'property': 'Brinell Hardness\xa0500 kg load', 'value': '70'}, {'property': 'Rockwell Hardness\xa0B Scale', 'value': '34'}, {'property': 'Elongation\xa0% in 2 in.', 'value': '11'}, {'property': 'Machinability\xa0%', 'value': '30'}, {'property': 'Shear Strength\xa0KSI', 'value': '19'}, {'property': 'Melting Point\xa0°F', 'value': '1130 - 1210'}, {'property': 'Electrical Conductivity\xa0% IACS', 'value': '54'}]","[{'element': 'Element', 'percentage': 'Percentage'}, {'element': 'Al', 'percentage': '98'}, {'element': 'Cr', 'percentage': '0 - 0.05'}, {'element': 'Cu', 'percentage': '0 - 0.1'}, {'element': 'Fe', 'percentage': '0.3\xa0max'}, {'element': 'Mn', 'percentage': '0.1\xa0max'}, {'element': 'Mg', 'percentage': '0.35 - 0.6'}, {'element': 'Si', 'percentage': '0.3 - 0.6'}, {'element': 'Ti', 'percentage': '0.1\xa0max'}, {'element': 'Zn', 'percentage': '0.15\xa0max'}]",4.12 pounds,https://www.onlinemetals.com/buy/aluminum/12mm-aluminum-round-bar-6060-metric-60-length/pid/22614
"12mm Round Bar 6060 Metric 72"" Length [+/- 2""] - ","
                        $131.27
                        ea.
                      ","12mm Aluminum Round Bar 6060 Metric is a medium strength, easily machinable, and highly corrosion resistent alloy more closely related to 6063 than to 6061 but with more magnesium than 6063. This alloy is mainly found in Europe in metric sizing and is commonly heat treated to a temper with higher strength but low ductility. 6060 is also very good for anodizing.Pack of 2 bars",[],"[{'name': 'Diameter', 'specification': '12'}, {'name': 'Max Length', 'specification': '60'}, {'name': 'Eniteo Vendor ID', 'specification': '1961'}, {'name': 'MTR Availability', 'specification': 'Yes'}, {'name': 'Material', 'specification': 'Aluminum'}, {'name': 'Shape', 'specification': 'Bar-Round'}, {'name': 'Custom Cut Warehouse', 'specification': '0'}, {'name': 'Alloy', 'specification': '6060'}]","[{'property': 'Property', 'value': 'Value'}, {'property': 'Ultimate Tensile Strength\xa0KSI', 'value': '32'}, {'property': 'Density\xa0g/cm^3', 'value': '3'}, {'property': 'Yield Tensile Strength\xa0KSI', 'value': '24'}, {'property': 'Brinell Hardness\xa0500 kg load', 'value': '70'}, {'property': 'Rockwell Hardness\xa0B Scale', 'value': '34'}, {'property': 'Elongation\xa0% in 2 in.', 'value': '11'}, {'property': 'Machinability\xa0%', 'value': '30'}, {'property': 'Shear Strength\xa0KSI', 'value': '19'}, {'property': 'Melting Point\xa0°F', 'value': '1130 - 1210'}, {'property': 'Electrical Conductivity\xa0% IACS', 'value': '54'}]","[{'element': 'Element', 'percentage': 'Percentage'}, {'element': 'Al', 'percentage': '98'}, {'element': 'Cr', 'percentage': '0 - 0.05'}, {'element': 'Cu', 'percentage': '0 - 0.1'}, {'element': 'Fe', 'percentage': '0.3\xa0max'}, {'element': 'Mn', 'percentage': '0.1\xa0max'}, {'element': 'Mg', 'percentage': '0.35 - 0.6'}, {'element': 'Si', 'percentage': '0.3 - 0.6'}, {'element': 'Ti', 'percentage': '0.1\xa0max'}, {'element': 'Zn', 'percentage': '0.15\xa0max'}]",2.48 pounds,https://www.onlinemetals.com/en/buy/aluminum/12mm-round-bar-6060-metric-60-length/pid/22294
"13"" Aluminum Round Bar 6061-T6511-Extruded - ","
                        $1,465.40
                        ea.
                      ","13 inch Aluminum Round Bar 6061-T6511 Extruded exhibits above average corrosion resistance, good machinability, high strength, light weight, good weldability, and the ability to be heat treated for even higher strength, all at an affordable price. 6061 is the most commonly used aluminum alloy in the world due to its positive characteristics. It is typically used in aerospace, automotive, cameras, couplings, marine hardware, electrical components, decorative hardware, structural applications, pins, brakes, pistons, valves, and bicycle frames.","[{'size': '12""\n                                                             \n                                    \n                                                               (1\xa0ft.)', 'price': '$1,465.40', 'weight': 'wt.\xa0156.02\xa0lb.'}, {'size': '24""\n                                                             \n                                    \n                                                               (2\xa0ft.)', 'price': '$2,838.39', 'weight': 'wt.\xa0312.04\xa0lb.'}, {'size': '36""\n                                                             \n                                    \n                                                               (3\xa0ft.)', 'price': '$3,702.52', 'weight': 'wt.\xa0468.06\xa0lb.'}, {'size': '48""\n                                                             \n                                    \n                                                               (4\xa0ft.)', 'price': '$4,704.28', 'weight': 'wt.\xa0624.08\xa0lb.'}, {'size': '72""\n                                                             \n                                    \n                                                               (6\xa0ft.)', 'price': '$7,551.91', 'weight': 'wt.\xa0936.12\xa0lb.'}, {'size': None, 'price': None, 'weight': None}]","[{'name': 'Diameter', 'specification': '13'}, {'name': 'Max Length', 'specification': '144'}, {'name': 'MTR Availability', 'specification': 'Yes'}, {'name': 'Full Length', 'specification': 'true'}, {'name': 'Material', 'specification': 'Aluminum'}, {'name': 'Shape', 'specification': 'Bar-Round'}, {'name': 'Custom Cut Warehouse', 'specification': '1'}, {'name': 'Alloy', 'specification': '6061'}, {'name': 'Temper', 'specification': 'T6511'}, {'name': 'Production Method', 'specification': 'Extruded'}]","[{'property': 'Property', 'value': 'Value'}, {'property': 'Ultimate Tensile Strength\xa0KSI', 'value': '42'}, {'property': 'Density\xa0g/cm^3', 'value': '3'}, {'property': 'Yield Tensile Strength\xa0KSI', 'value': '40'}, {'property': 'Brinell Hardness\xa0500 kg load', 'value': '93'}, {'property': 'Melting Point\xa0°F', 'value': '1080 - 1205'}, {'property': 'Elongation\xa0% in 2 in.', 'value': '9'}, {'property': 'Rockwell Hardness\xa0B Scale', 'value': '59'}, {'property': 'Machinability\xa0%', 'value': '50'}, {'property': 'Shear Strength\xa0KSI', 'value': '25'}, {'property': 'Electrical Conductivity\xa0% IACS', 'value': '43'}]","[{'element': 'Element', 'percentage': 'Percentage'}, {'element': 'Al', 'percentage': '98'}, {'element': 'Cr', 'percentage': '0.04 - 0.35'}, {'element': 'Cu', 'percentage': '0.15 - 0.4'}, {'element': 'Fe', 'percentage': '0.7\xa0max'}, {'element': 'Mg', 'percentage': '0.8 - 1.2'}, {'element': 'Mn', 'percentage': '0.15\xa0max'}, {'element': 'Si', 'percentage': '0.4 - 0.8'}, {'element': 'Ti', 'percentage': '0.15\xa0max'}, {'element': 'Zn', 'percentage': '0.25\xa0max'}]",156.02 pounds,https://www.onlinemetals.com/en/buy/aluminum/13-aluminum-round-bar-6061-t6511-extruded/pid/20272
"14"" Aluminum Round Bar 6061-T6-Extruded - ","
                        $1,451.53
                        ea.
                      ","14 inch Aluminum Round Bar 6061-T651 exhibits above average corrosion resistance, good machinability, high strength, light weight, good weldability, and the ability to be heat treated for even higher strength, all at an affordable price. 6061 is the most commonly used aluminum alloy in the world due to its positive characteristics. It is typically used in aerospace, automotive, cameras, couplings, marine hardware, electrical components, decorative hardware, structural applications, pins, brakes, pistons, valves, and bicycle frames.","[{'size': '12""\n                                                             \n                                    \n                                                               (1\xa0ft.)', 'price': '$1,451.53', 'weight': 'wt.\xa0180.94\xa0lb.'}, {'size': '24""\n                                                             \n                                    \n                                                               (2\xa0ft.)', 'price': '$2,698.01', 'weight': 'wt.\xa0361.88\xa0lb.'}, {'size': '36""\n                                                             \n                                    \n                                                               (3\xa0ft.)', 'price': '$5,525.47', 'weight': 'wt.\xa0542.82\xa0lb.'}, {'size': None, 'price': None, 'weight': None}]","[{'name': 'Diameter', 'specification': '14'}, {'name': 'Max Length', 'specification': '144'}, {'name': 'MTR Availability', 'specification': 'Yes'}, {'name': 'Material', 'specification': 'Aluminum'}, {'name': 'Shape', 'specification': 'Bar-Round'}, {'name': 'Custom Cut Warehouse', 'specification': '1'}, {'name': 'Alloy', 'specification': '6061'}, {'name': 'Temper', 'specification': 'T6'}, {'name': 'Production Method', 'specification': 'Extruded'}]","[{'property': 'Property', 'value': 'Value'}, {'property': 'Density\xa0g/cm^3', 'value': '3'}, {'property': 'Yield Tensile Strength\xa0KSI', 'value': '40'}, {'property': 'Brinell Hardness\xa0500 kg load', 'value': '95'}, {'property': 'Ultimate Tensile Strength\xa0KSI', 'value': '45'}, {'property': 'Elongation\xa0% in 2 in.', 'value': '12'}, {'property': 'Rockwell Hardness\xa0B Scale', 'value': '60'}, {'property': 'Machinability\xa0%', 'value': '50'}, {'property': 'Melting Point\xa0°F', 'value': '1080 - 1205'}, {'property': 'Electrical Conductivity\xa0% IACS', 'value': '43'}, {'property': 'Shear Strength\xa0KSI', 'value': '30'}]","[{'element': 'Element', 'percentage': 'Percentage'}, {'element': 'Al', 'percentage': '98'}, {'element': 'Cr', 'percentage': '0.04 - 0.35'}, {'element': 'Cu', 'percentage': '0.15 - 0.4'}, {'element': 'Fe', 'percentage': '0.7\xa0max'}, {'element': 'Mg', 'percentage': '0.8 - 1.2'}, {'element': 'Mn', 'percentage': '0.15\xa0max'}, {'element': 'Si', 'percentage': '0.4 - 0.8'}, {'element': 'Ti', 'percentage': '0.15\xa0max'}, {'element': 'Zn', 'percentage': '0.25\xa0max'}]",180.94 pounds,https://www.onlinemetals.com/en/buy/aluminum/14-aluminum-round-bar-6061-t6-extruded/pid/19561
"14.5"" Aluminum Round Bar 6061-T6-Extruded - ","
                        $1,590.78
                        ea.
                      ","14 inch Aluminum Round Bar 6061-T651 exhibits above average corrosion resistance, good machinability, high strength, light weight, good weldability, and the ability to be heat treated for even higher strength, all at an affordable price. 6061 is the most commonly used aluminum alloy in the world due to its positive characteristics. It is typically used in aerospace, automotive, cameras, couplings, marine hardware, electrical components, decorative hardware, structural applications, pins, brakes, pistons, valves, and bicycle frames.","[{'size': '12""\n                                                             \n                                    \n                                                               (1\xa0ft.)', 'price': '$1,590.78', 'weight': 'wt.\xa0194.1\xa0lb.'}, {'size': '24""\n                                                             \n                                    \n                                                               (2\xa0ft.)', 'price': '$3,041.74', 'weight': 'wt.\xa0388.2\xa0lb.'}, {'size': '36""\n                                                             \n                                    \n                                                               (3\xa0ft.)', 'price': '$4,400.14', 'weight': 'wt.\xa0582.3\xa0lb.'}]","[{'name': 'Diameter', 'specification': '14.5'}, {'name': 'Max Length', 'specification': '144'}, {'name': 'MTR Availability', 'specification': 'Yes'}, {'name': 'Material', 'specification': 'Aluminum'}, {'name': 'Shape', 'specification': 'Bar-Round'}, {'name': 'Custom Cut Warehouse', 'specification': '1'}, {'name': 'Alloy', 'specification': '6061'}, {'name': 'Temper', 'specification': 'T6'}, {'name': 'Production Method', 'specification': 'Extruded'}]","[{'property': 'Property', 'value': 'Value'}, {'property': 'Density\xa0g/cm^3', 'value': '3'}, {'property': 'Yield Tensile Strength\xa0KSI', 'value': '40'}, {'property': 'Brinell Hardness\xa0500 kg load', 'value': '95'}, {'property': 'Ultimate Tensile Strength\xa0KSI', 'value': '45'}, {'property': 'Elongation\xa0% in 2 in.', 'value': '12'}, {'property': 'Rockwell Hardness\xa0B Scale', 'value': '60'}, {'property': 'Machinability\xa0%', 'value': '50'}, {'property': 'Melting Point\xa0°F', 'value': '1080 - 1205'}, {'property': 'Electrical Conductivity\xa0% IACS', 'value': '43'}, {'property': 'Shear Strength\xa0KSI', 'value': '30'}]","[{'element': 'Element', 'percentage': 'Percentage'}, {'element': 'Al', 'percentage': '98'}, {'element': 'Cr', 'percentage': '0.04 - 0.35'}, {'element': 'Cu', 'percentage': '0.15 - 0.4'}, {'element': 'Fe', 'percentage': '0.7\xa0max'}, {'element': 'Mg', 'percentage': '0.8 - 1.2'}, {'element': 'Mn', 'percentage': '0.15\xa0max'}, {'element': 'Si', 'percentage': '0.4 - 0.8'}, {'element': 'Ti', 'percentage': '0.15\xa0max'}, {'element': 'Zn', 'percentage': '0.25\xa0max'}]",194.1 pounds,https://www.onlinemetals.com/en/buy/aluminum/14-5-aluminum-round-bar-6061-t6-extruded/pid/25698
